loss,mape,val_loss,val_mape
0.003321680473163724,41248.23046875,0.0031299665570259094,145026.390625
0.0033196706790477037,42899.7890625,0.0032431220170110464,143829.8125
0.0033173023257404566,40055.7890625,0.0030028061009943485,159926.8125
0.0033015513326972723,39723.046875,0.0029961278196424246,161836.859375
0.003307117847725749,43389.89453125,0.0030307176057249308,149182.546875
0.0033248476684093475,45436.12109375,0.002961323596537113,155114.125
0.003264091210439801,39150.4296875,0.003021114505827427,139675.1875
0.0032734698615968227,43909.21875,0.0029540713876485825,153067.15625
0.0032804731745272875,37214.05078125,0.002976078540086746,154765.609375
0.003258423414081335,42676.796875,0.003010607324540615,144423.8125
0.0032775464933365583,41425.07421875,0.0031072674319148064,138661.78125
0.003265090985223651,37773.87890625,0.00294590019620955,151376.734375
0.0032587156165391207,41605.4140625,0.0030099719297140837,152672.953125
0.0032123795244842768,39773.45703125,0.003261321224272251,131311.046875
0.00324384612031281,40677.7265625,0.003046540543437004,133344.9375
0.0032536175567656755,34837.828125,0.0032892466988414526,129386.296875
0.003206083085387945,46368.5546875,0.0030624684877693653,132512.9375
0.0031960487831383944,40274.53515625,0.002921394305303693,142917.34375
0.003218656172975898,36850.14453125,0.0029327268712222576,137884.4375
0.003179095918312669,44833.484375,0.0030505589675158262,127291.8125
0.0032147986348718405,43546.109375,0.0029255510307848454,143227.828125
0.0031832349486649036,36359.6953125,0.003036267589777708,134471.40625
0.003248885739594698,31709.513671875,0.003004165133461356,135533.515625
0.0031898466404527426,46913.1875,0.002914449665695429,144914.421875
0.0031796277035027742,36720.73046875,0.0029260492883622646,148256.640625
0.003161089261993766,38365.2890625,0.002930543152615428,137217.390625
0.0031719293911010027,37211.265625,0.002922601532191038,132409.921875
0.0031462926417589188,37830.0625,0.0030100177973508835,135459.078125
0.003160518826916814,39118.84765625,0.002997821196913719,132488.3125
0.0031629493460059166,40413.1796875,0.0029761239420622587,136745.640625
0.0031656587962061167,34307.84375,0.002931043738499284,141357.34375
0.0031535723246634007,42672.05859375,0.003476726124063134,119062.8046875
0.0031553718727082014,39392.1875,0.0028977144975215197,136097.453125
0.0031476104632019997,33349.53515625,0.0029464419931173325,128232.1953125
0.003160914871841669,38019.9453125,0.0029791758861392736,131323.953125
0.00315161794424057,30098.685546875,0.0028972344007343054,141062.78125
0.0031386821065098047,41363.4765625,0.002999339485540986,123577.7265625
0.0030878554098308086,32987.78515625,0.002909947419539094,126234.8046875
0.0031903130002319813,34853.65234375,0.0028943049255758524,137779.03125
0.003109515644609928,42441.97265625,0.0031861986499279737,122215.296875
0.0031135245226323605,29220.015625,0.0029495905619114637,128176.96875
0.0031265735160559416,32500.72265625,0.003098488552495837,123821.09375
0.0031473261769860983,36236.9375,0.0028782717417925596,137507.203125
0.0031153790187090635,37687.6796875,0.002924466272816062,131208.953125
0.003133875783532858,36814.40625,0.00287681189365685,129799.6953125
0.0031459236051887274,38722.5625,0.002870335476472974,125467.859375
0.0031095040030777454,37029.3671875,0.0028662881813943386,128319.75
0.003089003963395953,32286.150390625,0.0028658336959779263,133916.515625
0.0031039800960570574,35765.29296875,0.002966582542285323,124741.859375
0.0031194821931421757,29291.234375,0.002867572708055377,132235.21875
0.003100063418969512,34922.5625,0.0028629577718675137,129970.15625
0.003087748307734728,41440.37890625,0.0030942668672651052,120784.03125
0.003111163154244423,31647.298828125,0.002903268439695239,118123.2265625
0.0030878649558871984,32925.35546875,0.0029459192883223295,113786.515625
